,pex,vamm,te
<A3_ComputacionEvolutiva.OperatorInt.OperatorInt object at 0x7f520676b700>,28374.25,0.4708771740043428,0.8
<A3_ComputacionEvolutiva.OperatorInt.OperatorInt object at 0x7f520676b760>,38477.0,0.6687377787732767,0.4
<A3_ComputacionEvolutiva.OperatorInt.OperatorInt object at 0x7f520676b7c0>,52285.0,1.1546253917389104,0.2
