,pex,vamm,te
<A3_ComputacionEvolutiva.ParentSelection.ParentSelection object at 0x7f520676b820>,39820.333333333336,0.959636130460782,0.6
<A3_ComputacionEvolutiva.ParentSelection.ParentSelection object at 0x7f520676b880>,32978.0,0.8708170118907663,0.6
<A3_ComputacionEvolutiva.ParentSelection.ParentSelection object at 0x7f520676b8e0>,36027.75,0.4997458036292356,0.8
<A3_ComputacionEvolutiva.ParentSelection.ParentSelection object at 0x7f520676b940>,42100.5,0.4545141637904434,0.8
