,pex,vamm,te
0.1,81427.0,0.48805410948880734,0.8
0.3,65234.6,0.4420143343078853,1.0
0.6,109652.25,0.511406356870592,0.8
0.9,75240.75,0.57550985189568,0.8
0.99,118044.5,0.5048156895062468,0.8
