,pex,vamm,te
prob1_fun,,16.900099317510755,0.0
prob2_fun,18349.0,0.32241462164250445,1.0
prob3_fun,38069.25,0.4448114755098424,0.8
prob4_fun,18316.4,0.16972148981385118,1.0
