,pex,vamm,te
10,7661.0,0.9695082660654892,0.4
50,23391.0,0.9222926294610841,0.2
70,42019.5,0.6360103137194466,0.4
100,50485.666666666664,0.5930745641471954,0.6
150,91246.25,0.5405035305626842,0.8
