,pex,vamm,te
2,41412.666666666664,0.711300230001738,0.6
5,20356.5,0.6603367457583519,0.4
6,32902.75,0.5814468919727985,0.8
10,51633.5,0.6174684582607768,0.4
20,48986.666666666664,0.680436593283815,0.6
