,pex,vamm,te
0.1,,1.1899838388868091,0.0
0.2,212580.0,0.9515371299998868,0.2
0.5,183120.0,0.7702860269218232,0.2
0.8,105644.0,0.4758661678901011,0.8
0.9,101133.2,0.45735116835396206,1.0
