,pex,vamm,te
0.1,62920.4,0.4079209259630566,1.0
0.3,59581.25,0.4303534097396615,0.8
0.6,87216.4,0.3661423218454523,1.0
0.9,34981.4,0.3426735384067075,1.0
0.99,42464.8,0.39367413178734606,1.0
